,,Chatham Roadside,
Date,Time,Nitrogen dioxide,Status
13/04/2021,03:00:00,10.79446,V µg/m³
13/04/2021,04:00:00,11.63839,V µg/m³
13/04/2021,05:00:00,13.77922,V µg/m³
13/04/2021,06:00:00,29.26017,V µg/m³
13/04/2021,07:00:00,39.48166,V µg/m³
13/04/2021,08:00:00,56.50602,V µg/m³
13/04/2021,09:00:00,52.37051,V µg/m³
13/04/2021,10:00:00,21.29801,V µg/m³
13/04/2021,11:00:00,21.82108,V µg/m³
13/04/2021,12:00:00,21.88743,V µg/m³
13/04/2021,13:00:00,27.43907,V µg/m³
13/04/2021,14:00:00,38.95329,V µg/m³
13/04/2021,15:00:00,38.88376,V µg/m³
13/04/2021,16:00:00,41.74693,V µg/m³
13/04/2021,17:00:00,28.9148,V µg/m³
13/04/2021,18:00:00,32.78945,V µg/m³
13/04/2021,19:00:00,49.00781,V µg/m³
13/04/2021,20:00:00,29.53846,V µg/m³
13/04/2021,21:00:00,34.7205,V µg/m³
13/04/2021,22:00:00,35.76249,V µg/m³
13/04/2021,23:00:00,24.07615,V µg/m³
13/04/2021,00:00:00,15.96263,V µg/m³
14/04/2021,01:00:00,11.68278,V µg/m³
14/04/2021,02:00:00,10.88852,V µg/m³
14/04/2021,03:00:00,30.18629,V µg/m³
14/04/2021,04:00:00,39.09162,V µg/m³
14/04/2021,05:00:00,50.09975,V µg/m³
14/04/2021,06:00:00,51.91296,V µg/m³
14/04/2021,07:00:00,48.19587,V µg/m³
14/04/2021,08:00:00,25.22062,V µg/m³
14/04/2021,09:00:00,21.63472,V µg/m³
14/04/2021,10:00:00,18.32507,V µg/m³
14/04/2021,11:00:00,17.70968,V µg/m³
14/04/2021,12:00:00,14.61767,V µg/m³
14/04/2021,13:00:00,17.02733,V µg/m³
14/04/2021,14:00:00,14.96642,V µg/m³
14/04/2021,15:00:00,12.87998,V µg/m³
14/04/2021,16:00:00,12.71212,V µg/m³
14/04/2021,17:00:00,12.66008,V µg/m³
14/04/2021,18:00:00,11.89501,V µg/m³
14/04/2021,19:00:00,10.18739,V µg/m³
14/04/2021,20:00:00,12.37488,V µg/m³
14/04/2021,21:00:00,7.98247,V µg/m³
14/04/2021,22:00:00,7.49162,V µg/m³
14/04/2021,23:00:00,4.79547,V µg/m³
14/04/2021,00:00:00,6.92751,V µg/m³
15/04/2021,01:00:00,7.58157,V µg/m³
15/04/2021,02:00:00,10.72878,V µg/m³
15/04/2021,03:00:00,9.5322,V µg/m³
15/04/2021,04:00:00,14.35949,V µg/m³
15/04/2021,05:00:00,22.8083,V µg/m³
15/04/2021,06:00:00,30.79752,V µg/m³
15/04/2021,07:00:00,42.19202,V µg/m³
15/04/2021,08:00:00,22.08883,V µg/m³
15/04/2021,09:00:00,8.93185,V µg/m³
15/04/2021,10:00:00,6.87905,V µg/m³
15/04/2021,11:00:00,9.43621,V µg/m³
15/04/2021,12:00:00,10.56441,V µg/m³
15/04/2021,13:00:00,18.27308,V µg/m³
15/04/2021,14:00:00,10.21204,V µg/m³
15/04/2021,15:00:00,6.36999,V µg/m³
15/04/2021,16:00:00,8.98312,V µg/m³
15/04/2021,17:00:00,11.27383,V µg/m³
15/04/2021,18:00:00,12.92738,V µg/m³
15/04/2021,19:00:00,11.24493,V µg/m³
15/04/2021,20:00:00,13.13382,V µg/m³
15/04/2021,21:00:00,15.87907,V µg/m³
15/04/2021,22:00:00,12.48542,V µg/m³
15/04/2021,23:00:00,8.82675,V µg/m³
15/04/2021,00:00:00,12.16986,V µg/m³
16/04/2021,01:00:00,15.90484,V µg/m³
16/04/2021,02:00:00,23.15946,V µg/m³
16/04/2021,03:00:00,25.86743,V µg/m³
16/04/2021,04:00:00,31.00295,V µg/m³
16/04/2021,05:00:00,27.18587,V µg/m³
16/04/2021,06:00:00,37.3399,V µg/m³
16/04/2021,07:00:00,41.06163,V µg/m³
16/04/2021,08:00:00,38.54752,V µg/m³
16/04/2021,09:00:00,27.30826,V µg/m³
16/04/2021,10:00:00,16.51134,V µg/m³
16/04/2021,11:00:00,13.12942,V µg/m³
16/04/2021,12:00:00,10.07426,V µg/m³
16/04/2021,13:00:00,9.27452,V µg/m³
16/04/2021,14:00:00,9.69657,V µg/m³
16/04/2021,15:00:00,8.9161,V µg/m³
16/04/2021,16:00:00,15.92588,V µg/m³
16/04/2021,17:00:00,11.04494,V µg/m³
16/04/2021,18:00:00,14.90052,V µg/m³
16/04/2021,19:00:00,18.36503,V µg/m³
16/04/2021,20:00:00,20.5152,V µg/m³
16/04/2021,21:00:00,17.79232,V µg/m³
16/04/2021,22:00:00,24.65663,V µg/m³
16/04/2021,23:00:00,20.48252,V µg/m³
16/04/2021,00:00:00,22.47758,V µg/m³
17/04/2021,01:00:00,19.25595,V µg/m³
17/04/2021,02:00:00,18.65244,V µg/m³
17/04/2021,03:00:00,25.02656,V µg/m³
17/04/2021,04:00:00,23.38179,V µg/m³
17/04/2021,05:00:00,27.387,V µg/m³
17/04/2021,06:00:00,37.4811,V µg/m³
17/04/2021,07:00:00,37.30847,V µg/m³
17/04/2021,08:00:00,20.49106,V µg/m³
17/04/2021,09:00:00,10.84567,V µg/m³
17/04/2021,10:00:00,10.19266,V µg/m³
17/04/2021,11:00:00,9.44534,V µg/m³
17/04/2021,12:00:00,7.92915,V µg/m³
17/04/2021,13:00:00,8.04141,V µg/m³
17/04/2021,14:00:00,7.08621,V µg/m³
17/04/2021,15:00:00,6.33529,V µg/m³
17/04/2021,16:00:00,10.50562,V µg/m³
17/04/2021,17:00:00,10.88451,V µg/m³
17/04/2021,18:00:00,12.68853,V µg/m³
17/04/2021,19:00:00,12.41897,V µg/m³
17/04/2021,20:00:00,14.05982,V µg/m³
17/04/2021,21:00:00,21.72071,V µg/m³
17/04/2021,22:00:00,25.33267,V µg/m³
17/04/2021,23:00:00,22.50491,V µg/m³
17/04/2021,00:00:00,18.33131,V µg/m³
18/04/2021,01:00:00,18.53592,V µg/m³
18/04/2021,02:00:00,14.80167,V µg/m³
18/04/2021,03:00:00,13.59956,V µg/m³
18/04/2021,04:00:00,16.80013,V µg/m³
18/04/2021,05:00:00,19.30369,V µg/m³
18/04/2021,06:00:00,22.01399,V µg/m³
18/04/2021,07:00:00,39.2971,V µg/m³
18/04/2021,08:00:00,31.0021,V µg/m³
18/04/2021,09:00:00,20.28219,V µg/m³
18/04/2021,10:00:00,16.13902,V µg/m³
18/04/2021,11:00:00,11.97082,V µg/m³
18/04/2021,12:00:00,9.15901,V µg/m³
18/04/2021,13:00:00,12.24385,V µg/m³
18/04/2021,14:00:00,11.51292,V µg/m³
18/04/2021,15:00:00,7.83284,V µg/m³
18/04/2021,16:00:00,10.64094,V µg/m³
18/04/2021,17:00:00,14.59561,V µg/m³
18/04/2021,18:00:00,11.37372,V µg/m³
18/04/2021,19:00:00,20.26329,V µg/m³
18/04/2021,20:00:00,18.27008,V µg/m³
18/04/2021,21:00:00,19.90938,V µg/m³
18/04/2021,22:00:00,14.3515,V µg/m³
18/04/2021,23:00:00,14.60235,V µg/m³
18/04/2021,00:00:00,13.8501,V µg/m³
19/04/2021,01:00:00,13.3492,V µg/m³
19/04/2021,02:00:00,18.22434,V µg/m³
19/04/2021,03:00:00,15.8179,V µg/m³
19/04/2021,04:00:00,14.02028,V µg/m³
19/04/2021,05:00:00,16.68721,V µg/m³
19/04/2021,06:00:00,24.1408,V µg/m³
19/04/2021,07:00:00,29.24788,V µg/m³
19/04/2021,08:00:00,35.3097,V µg/m³
19/04/2021,09:00:00,19.87037,V µg/m³
19/04/2021,10:00:00,19.39329,V µg/m³
19/04/2021,11:00:00,20.76961,V µg/m³
19/04/2021,12:00:00,17.83441,V µg/m³
19/04/2021,13:00:00,12.5704,V µg/m³
19/04/2021,14:00:00,14.70031,V µg/m³
19/04/2021,15:00:00,17.03204,V µg/m³
19/04/2021,16:00:00,16.2419,V µg/m³
19/04/2021,17:00:00,20.52982,V µg/m³
19/04/2021,18:00:00,18.51077,V µg/m³
19/04/2021,19:00:00,17.84715,V µg/m³
19/04/2021,20:00:00,22.89032,V µg/m³
19/04/2021,21:00:00,23.08202,V µg/m³
19/04/2021,22:00:00,29.86207,V µg/m³
19/04/2021,23:00:00,21.45501,V µg/m³
19/04/2021,00:00:00,19.47396,V µg/m³
20/04/2021,01:00:00,18.17015,V µg/m³
20/04/2021,02:00:00,19.64394,V µg/m³
20/04/2021,03:00:00,19.24356,V µg/m³
20/04/2021,04:00:00,17.49056,V µg/m³
20/04/2021,05:00:00,25.55456,V µg/m³
20/04/2021,06:00:00,34.59417,V µg/m³
20/04/2021,07:00:00,44.5908,V µg/m³
20/04/2021,08:00:00,41.92607,V µg/m³
20/04/2021,09:00:00,26.16454,V µg/m³
20/04/2021,10:00:00,15.61062,V µg/m³
20/04/2021,11:00:00,18.59294,V µg/m³
20/04/2021,12:00:00,16.60016,V µg/m³
20/04/2021,13:00:00,11.90174,V µg/m³
20/04/2021,14:00:00,25.64794,V µg/m³
20/04/2021,15:00:00,22.81339,V µg/m³
20/04/2021,16:00:00,16.72715,V µg/m³
20/04/2021,17:00:00,19.69253,V µg/m³
20/04/2021,18:00:00,29.06795,V µg/m³
20/04/2021,19:00:00,52.47913,V µg/m³
20/04/2021,20:00:00,52.23141,V µg/m³
20/04/2021,21:00:00,44.6035,V µg/m³
20/04/2021,22:00:00,46.18352,V µg/m³
20/04/2021,23:00:00,49.21653,V µg/m³
20/04/2021,00:00:00,39.34995,V µg/m³
21/04/2021,01:00:00,24.14534,V µg/m³
21/04/2021,02:00:00,23.61659,V µg/m³
21/04/2021,03:00:00,23.63168,V µg/m³
21/04/2021,04:00:00,22.3767,V µg/m³
21/04/2021,05:00:00,23.87818,V µg/m³
21/04/2021,06:00:00,31.46718,V µg/m³
21/04/2021,07:00:00,32.27082,V µg/m³
21/04/2021,08:00:00,44.64515,V µg/m³
21/04/2021,09:00:00,25.78872,V µg/m³
21/04/2021,10:00:00,20.72793,V µg/m³
21/04/2021,11:00:00,16.56353,V µg/m³
21/04/2021,12:00:00,11.21657,V µg/m³
21/04/2021,13:00:00,8.66057,V µg/m³
21/04/2021,14:00:00,15.28264,V µg/m³
21/04/2021,15:00:00,9.97621,V µg/m³
21/04/2021,16:00:00,9.86181,V µg/m³
21/04/2021,17:00:00,11.06869,V µg/m³
21/04/2021,18:00:00,10.26684,V µg/m³
21/04/2021,19:00:00,8.29337,V µg/m³
21/04/2021,20:00:00,4.52254,V µg/m³
21/04/2021,21:00:00,5.37762,V µg/m³
21/04/2021,22:00:00,4.82419,V µg/m³
21/04/2021,23:00:00,3.21844,V µg/m³
21/04/2021,00:00:00,2.01002,V µg/m³
22/04/2021,01:00:00,1.47436,V µg/m³
22/04/2021,02:00:00,3.0826,V µg/m³
22/04/2021,03:00:00,2.81398,V µg/m³
22/04/2021,04:00:00,2.76301,V µg/m³
22/04/2021,05:00:00,7.09883,V µg/m³
22/04/2021,06:00:00,12.77081,V µg/m³
22/04/2021,07:00:00,14.22165,V µg/m³
22/04/2021,08:00:00,10.40256,V µg/m³
22/04/2021,09:00:00,10.15825,V µg/m³
22/04/2021,10:00:00,7.67918,V µg/m³
22/04/2021,11:00:00,8.3308,V µg/m³
22/04/2021,12:00:00,9.93319,V µg/m³
22/04/2021,13:00:00,9.32352,V µg/m³
22/04/2021,14:00:00,6.17127,V µg/m³
22/04/2021,15:00:00,8.22807,V µg/m³
22/04/2021,16:00:00,7.96674,V µg/m³
22/04/2021,17:00:00,10.3392,V µg/m³
22/04/2021,18:00:00,13.23838,V µg/m³
22/04/2021,19:00:00,8.05915,V µg/m³
22/04/2021,20:00:00,10.30929,V µg/m³
22/04/2021,21:00:00,10.30696,V µg/m³
22/04/2021,22:00:00,5.73689,V µg/m³
22/04/2021,23:00:00,6.33185,V µg/m³
22/04/2021,00:00:00,5.47736,V µg/m³
23/04/2021,01:00:00,10.26469,V µg/m³
23/04/2021,02:00:00,10.05812,V µg/m³
23/04/2021,03:00:00,12.47499,V µg/m³
23/04/2021,04:00:00,11.77602,V µg/m³
23/04/2021,05:00:00,26.78161,V µg/m³
23/04/2021,06:00:00,37.724,V µg/m³
23/04/2021,07:00:00,39.67487,V µg/m³
23/04/2021,08:00:00,36.99352,V µg/m³
23/04/2021,09:00:00,25.7405,V µg/m³
23/04/2021,10:00:00,19.08236,V µg/m³
23/04/2021,11:00:00,13.92866,V µg/m³
23/04/2021,12:00:00,17.49994,V µg/m³
23/04/2021,13:00:00,17.51446,V µg/m³
23/04/2021,14:00:00,19.43184,V µg/m³
23/04/2021,15:00:00,12.93306,V µg/m³
23/04/2021,16:00:00,12.66699,V µg/m³
23/04/2021,17:00:00,18.31472,V µg/m³
23/04/2021,18:00:00,17.94035,V µg/m³
23/04/2021,19:00:00,17.72116,V µg/m³
23/04/2021,20:00:00,18.76806,V µg/m³
23/04/2021,21:00:00,23.39348,V µg/m³
23/04/2021,22:00:00,24.50153,V µg/m³
23/04/2021,23:00:00,20.14243,V µg/m³
23/04/2021,00:00:00,21.64192,V µg/m³
24/04/2021,01:00:00,18.32382,V µg/m³
24/04/2021,02:00:00,13.22277,V µg/m³
24/04/2021,03:00:00,14.0458,V µg/m³
24/04/2021,04:00:00,15.45098,V µg/m³
24/04/2021,05:00:00,13.7911,V µg/m³
24/04/2021,06:00:00,22.28317,V µg/m³
24/04/2021,07:00:00,29.17532,V µg/m³
24/04/2021,08:00:00,20.75415,V µg/m³
24/04/2021,09:00:00,19.94833,V µg/m³
24/04/2021,10:00:00,19.8065,V µg/m³
24/04/2021,11:00:00,15.7247,V µg/m³
24/04/2021,12:00:00,13.5867,V µg/m³
24/04/2021,13:00:00,15.54535,V µg/m³
24/04/2021,14:00:00,14.28355,V µg/m³
24/04/2021,15:00:00,13.67325,V µg/m³
24/04/2021,16:00:00,15.24059,V µg/m³
24/04/2021,17:00:00,20.08337,V µg/m³
24/04/2021,18:00:00,21.23489,V µg/m³
24/04/2021,19:00:00,12.44822,V µg/m³
24/04/2021,20:00:00,12.95007,V µg/m³
24/04/2021,21:00:00,6.50397,V µg/m³
24/04/2021,22:00:00,7.55799,V µg/m³
24/04/2021,23:00:00,5.54199,V µg/m³
24/04/2021,00:00:00,6.49589,V µg/m³
25/04/2021,01:00:00,5.11057,V µg/m³
25/04/2021,02:00:00,3.16009,V µg/m³
25/04/2021,03:00:00,4.9878,V µg/m³
25/04/2021,04:00:00,8.2126,V µg/m³
25/04/2021,05:00:00,3.4785,V µg/m³
25/04/2021,06:00:00,2.67439,V µg/m³
25/04/2021,07:00:00,2.32494,V µg/m³
25/04/2021,08:00:00,3.1836,V µg/m³
25/04/2021,09:00:00,4.80465,V µg/m³
25/04/2021,10:00:00,5.41435,V µg/m³
25/04/2021,11:00:00,5.62369,V µg/m³
25/04/2021,12:00:00,4.96415,V µg/m³
25/04/2021,13:00:00,4.6614,V µg/m³
25/04/2021,14:00:00,6.32286,V µg/m³
25/04/2021,15:00:00,4.60133,V µg/m³
25/04/2021,16:00:00,5.11107,V µg/m³
25/04/2021,17:00:00,5.104,V µg/m³
25/04/2021,18:00:00,4.60081,V µg/m³
25/04/2021,19:00:00,3.79408,V µg/m³
25/04/2021,20:00:00,4.89911,V µg/m³
25/04/2021,21:00:00,3.9919,V µg/m³
25/04/2021,22:00:00,3.07972,V µg/m³
25/04/2021,23:00:00,1.91856,V µg/m³
25/04/2021,00:00:00,1.21258,V µg/m³
26/04/2021,01:00:00,1.41512,V µg/m³
26/04/2021,02:00:00,0.74311,V µg/m³
26/04/2021,03:00:00,0.96154,V µg/m³
26/04/2021,04:00:00,2.3785,V µg/m³
26/04/2021,05:00:00,2.98573,V µg/m³
26/04/2021,06:00:00,7.59356,V µg/m³
26/04/2021,07:00:00,16.41027,V µg/m³
26/04/2021,08:00:00,21.74225,V µg/m³
26/04/2021,09:00:00,11.49514,V µg/m³
26/04/2021,10:00:00,11.2459,V µg/m³
26/04/2021,11:00:00,8.78235,V µg/m³
26/04/2021,12:00:00,8.01488,V µg/m³
26/04/2021,13:00:00,8.61606,V µg/m³
26/04/2021,14:00:00,11.34992,V µg/m³
26/04/2021,15:00:00,9.78273,V µg/m³
26/04/2021,16:00:00,9.83895,V µg/m³
26/04/2021,17:00:00,8.96694,V µg/m³
26/04/2021,18:00:00,12.53977,V µg/m³
26/04/2021,19:00:00,8.49387,V µg/m³
26/04/2021,20:00:00,9.85039,V µg/m³
26/04/2021,21:00:00,9.8995,V µg/m³
26/04/2021,22:00:00,8.84185,V µg/m³
26/04/2021,23:00:00,7.37762,V µg/m³
26/04/2021,00:00:00,8.18288,V µg/m³
27/04/2021,01:00:00,11.18308,V µg/m³
27/04/2021,02:00:00,12.39184,V µg/m³
27/04/2021,03:00:00,19.64605,V µg/m³
27/04/2021,04:00:00,13.03358,V µg/m³
27/04/2021,05:00:00,13.74617,V µg/m³
27/04/2021,06:00:00,23.9649,V µg/m³
27/04/2021,07:00:00,45.18987,V µg/m³
27/04/2021,08:00:00,53.33855,V µg/m³
27/04/2021,09:00:00,33.78215,V µg/m³
27/04/2021,10:00:00,24.24441,V µg/m³
27/04/2021,11:00:00,19.13134,V µg/m³
27/04/2021,12:00:00,21.78734,V µg/m³
27/04/2021,13:00:00,16.93489,V µg/m³
27/04/2021,14:00:00,19.17759,V µg/m³
27/04/2021,15:00:00,21.23759,V µg/m³
27/04/2021,16:00:00,20.71131,V µg/m³
27/04/2021,17:00:00,18.32829,V µg/m³
27/04/2021,18:00:00,16.59254,V µg/m³
27/04/2021,19:00:00,18.29599,V µg/m³
27/04/2021,20:00:00,37.45918,V µg/m³
27/04/2021,21:00:00,31.53097,V µg/m³
27/04/2021,22:00:00,21.9717,V µg/m³
27/04/2021,23:00:00,19.25436,V µg/m³
27/04/2021,00:00:00,20.00049,V µg/m³
28/04/2021,01:00:00,20.3641,V µg/m³
28/04/2021,02:00:00,17.52577,V µg/m³
28/04/2021,03:00:00,16.99405,V µg/m³
28/04/2021,04:00:00,15.18025,V µg/m³
28/04/2021,05:00:00,25.10636,V µg/m³
28/04/2021,06:00:00,38.32891,V µg/m³
28/04/2021,07:00:00,49.69257,V µg/m³
28/04/2021,08:00:00,45.45846,V µg/m³
28/04/2021,09:00:00,34.53348,V µg/m³
28/04/2021,10:00:00,30.3584,V µg/m³
28/04/2021,11:00:00,32.13311,V µg/m³
28/04/2021,12:00:00,21.85831,V µg/m³
28/04/2021,13:00:00,19.66279,V µg/m³
28/04/2021,14:00:00,22.7563,V µg/m³
28/04/2021,15:00:00,23.56412,V µg/m³
28/04/2021,16:00:00,31.9267,V µg/m³
28/04/2021,17:00:00,19.80775,V µg/m³
28/04/2021,18:00:00,22.05914,V µg/m³
28/04/2021,19:00:00,14.25328,V µg/m³
28/04/2021,20:00:00,10.98633,V µg/m³
28/04/2021,21:00:00,9.114,V µg/m³
28/04/2021,22:00:00,9.52071,V µg/m³
28/04/2021,23:00:00,10.28811,V µg/m³
28/04/2021,00:00:00,5.96996,V µg/m³
29/04/2021,01:00:00,3.84768,V µg/m³
29/04/2021,02:00:00,4.05292,V µg/m³
29/04/2021,03:00:00,4.35809,V µg/m³
29/04/2021,04:00:00,9.16671,V µg/m³
29/04/2021,05:00:00,13.22899,V µg/m³
29/04/2021,06:00:00,27.06699,V µg/m³
29/04/2021,07:00:00,29.36058,V µg/m³
29/04/2021,08:00:00,24.1057,V µg/m³
29/04/2021,09:00:00,16.73016,V µg/m³
29/04/2021,10:00:00,13.11146,V µg/m³
29/04/2021,11:00:00,13.01562,V µg/m³
29/04/2021,12:00:00,14.06901,V µg/m³
29/04/2021,13:00:00,16.59472,V µg/m³
29/04/2021,14:00:00,23.66134,V µg/m³
29/04/2021,15:00:00,24.70641,V µg/m³
29/04/2021,16:00:00,32.08546,V µg/m³
29/04/2021,17:00:00,24.26045,V µg/m³
29/04/2021,18:00:00,26.68712,V µg/m³
29/04/2021,19:00:00,34.44039,V µg/m³
29/04/2021,20:00:00,27.97877,V µg/m³
29/04/2021,21:00:00,23.28203,V µg/m³
29/04/2021,22:00:00,20.52317,V µg/m³
29/04/2021,23:00:00,19.38625,V µg/m³
29/04/2021,00:00:00,9.67346,V µg/m³
30/04/2021,01:00:00,9.05671,V µg/m³
30/04/2021,02:00:00,9.32936,V µg/m³
30/04/2021,03:00:00,15.76303,V µg/m³
30/04/2021,04:00:00,13.48995,V µg/m³
30/04/2021,05:00:00,30.46554,V µg/m³
30/04/2021,06:00:00,43.65526,V µg/m³
30/04/2021,07:00:00,45.52054,V µg/m³
30/04/2021,08:00:00,35.3581,V µg/m³
30/04/2021,09:00:00,21.06286,V µg/m³
30/04/2021,10:00:00,16.54825,V µg/m³
30/04/2021,11:00:00,20.19077,V µg/m³
30/04/2021,12:00:00,18.92532,V µg/m³
30/04/2021,13:00:00,20.94273,V µg/m³
30/04/2021,14:00:00,28.64607,V µg/m³
30/04/2021,15:00:00,23.59242,V µg/m³
30/04/2021,16:00:00,18.56996,V µg/m³
30/04/2021,17:00:00,23.06548,V µg/m³
30/04/2021,18:00:00,21.47864,V µg/m³
30/04/2021,19:00:00,32.30805,V µg/m³
30/04/2021,20:00:00,44.36302,V µg/m³
30/04/2021,21:00:00,29.27369,V µg/m³
30/04/2021,22:00:00,35.01736,V µg/m³
30/04/2021,23:00:00,30.2148,V µg/m³
30/04/2021,00:00:00,23.36113,V µg/m³
01/05/2021,01:00:00,22.65384,V µg/m³
01/05/2021,02:00:00,19.81861,V µg/m³
01/05/2021,03:00:00,29.21896,V µg/m³
01/05/2021,04:00:00,29.12593,V µg/m³
01/05/2021,05:00:00,26.64132,V µg/m³
01/05/2021,06:00:00,26.26514,V µg/m³
01/05/2021,07:00:00,22.27962,V µg/m³
01/05/2021,08:00:00,23.11362,V µg/m³
01/05/2021,09:00:00,11.16846,V µg/m³
01/05/2021,10:00:00,16.24774,V µg/m³
01/05/2021,11:00:00,16.28195,V µg/m³
01/05/2021,12:00:00,16.7575,V µg/m³
01/05/2021,13:00:00,16.58727,V µg/m³
01/05/2021,14:00:00,14.65854,V µg/m³
01/05/2021,15:00:00,13.28461,V µg/m³
01/05/2021,16:00:00,14.50102,V µg/m³
01/05/2021,17:00:00,16.79577,V µg/m³
01/05/2021,18:00:00,13.27244,V µg/m³
01/05/2021,19:00:00,14.88342,V µg/m³
01/05/2021,20:00:00,24.84969,V µg/m³
01/05/2021,21:00:00,26.14588,V µg/m³
01/05/2021,22:00:00,20.71275,V µg/m³
01/05/2021,23:00:00,19.02809,V µg/m³
01/05/2021,00:00:00,26.68257,V µg/m³
02/05/2021,01:00:00,24.64451,V µg/m³
02/05/2021,02:00:00,17.46723,V µg/m³
02/05/2021,03:00:00,15.84266,V µg/m³
02/05/2021,04:00:00,18.02842,V µg/m³
02/05/2021,05:00:00,18.84442,V µg/m³
02/05/2021,06:00:00,26.92945,V µg/m³
02/05/2021,07:00:00,24.3596,V µg/m³
02/05/2021,08:00:00,21.34485,V µg/m³
02/05/2021,09:00:00,26.48024,V µg/m³
02/05/2021,10:00:00,24.21361,V µg/m³
02/05/2021,11:00:00,14.82448,V µg/m³
02/05/2021,12:00:00,23.65033,V µg/m³
02/05/2021,13:00:00,24.71335,V µg/m³
02/05/2021,14:00:00,22.10084,V µg/m³
02/05/2021,15:00:00,13.29591,V µg/m³
02/05/2021,16:00:00,18.71581,V µg/m³
02/05/2021,17:00:00,19.06408,V µg/m³
02/05/2021,18:00:00,17.9845,V µg/m³
02/05/2021,19:00:00,23.10984,V µg/m³
02/05/2021,20:00:00,25.08277,V µg/m³
02/05/2021,21:00:00,20.19086,V µg/m³
02/05/2021,22:00:00,14.23947,V µg/m³
02/05/2021,23:00:00,13.84478,V µg/m³
02/05/2021,00:00:00,13.42972,V µg/m³
03/05/2021,01:00:00,9.90785,V µg/m³
03/05/2021,02:00:00,8.95306,V µg/m³
03/05/2021,03:00:00,8.3926,V µg/m³
03/05/2021,04:00:00,8.8658,V µg/m³
03/05/2021,05:00:00,9.10897,V µg/m³
03/05/2021,06:00:00,9.73572,V µg/m³
03/05/2021,07:00:00,13.208,V µg/m³
03/05/2021,08:00:00,14.23172,V µg/m³
03/05/2021,09:00:00,14.74427,V µg/m³
03/05/2021,10:00:00,12.16785,V µg/m³
03/05/2021,11:00:00,11.6351,V µg/m³
03/05/2021,12:00:00,10.93074,V µg/m³
03/05/2021,13:00:00,8.34039,V µg/m³
03/05/2021,14:00:00,8.73547,V µg/m³
03/05/2021,15:00:00,9.748,V µg/m³
03/05/2021,16:00:00,10.91136,V µg/m³
03/05/2021,17:00:00,8.37838,V µg/m³
03/05/2021,18:00:00,9.37371,V µg/m³
03/05/2021,19:00:00,9.47972,V µg/m³
03/05/2021,20:00:00,5.61346,V µg/m³
03/05/2021,21:00:00,5.04162,V µg/m³
03/05/2021,22:00:00,3.97254,V µg/m³
03/05/2021,23:00:00,2.854,V µg/m³
03/05/2021,00:00:00,3.82227,V µg/m³
04/05/2021,01:00:00,2.78659,V µg/m³
04/05/2021,02:00:00,1.70128,V µg/m³
04/05/2021,03:00:00,2.54945,V µg/m³
04/05/2021,04:00:00,2.50242,V µg/m³
04/05/2021,05:00:00,6.32729,V µg/m³
04/05/2021,06:00:00,10.44576,V µg/m³
04/05/2021,07:00:00,16.02566,V µg/m³
04/05/2021,08:00:00,19.12237,V µg/m³
04/05/2021,09:00:00,20.35223,V µg/m³
04/05/2021,10:00:00,12.52545,V µg/m³
04/05/2021,11:00:00,10.51887,V µg/m³
04/05/2021,12:00:00,13.69418,V µg/m³
04/05/2021,13:00:00,18.2321,V µg/m³
04/05/2021,14:00:00,20.85273,V µg/m³
04/05/2021,15:00:00,24.70861,V µg/m³
04/05/2021,16:00:00,20.99612,V µg/m³
04/05/2021,17:00:00,26.87762,V µg/m³
04/05/2021,18:00:00,24.99611,V µg/m³
04/05/2021,19:00:00,23.88824,V µg/m³
04/05/2021,20:00:00,30.01148,V µg/m³
04/05/2021,21:00:00,20.07079,V µg/m³
04/05/2021,22:00:00,24.77972,V µg/m³
04/05/2021,23:00:00,12.04271,V µg/m³
04/05/2021,00:00:00,9.99376,V µg/m³
05/05/2021,01:00:00,6.39164,V µg/m³
05/05/2021,02:00:00,5.23871,V µg/m³
05/05/2021,03:00:00,5.92218,V µg/m³
05/05/2021,04:00:00,7.44566,V µg/m³
05/05/2021,05:00:00,18.86557,V µg/m³
05/05/2021,06:00:00,36.2348,V µg/m³
05/05/2021,07:00:00,44.25863,V µg/m³
05/05/2021,08:00:00,38.95844,V µg/m³
05/05/2021,09:00:00,32.24994,V µg/m³
05/05/2021,10:00:00,31.12887,V µg/m³
05/05/2021,11:00:00,31.58393,V µg/m³
05/05/2021,12:00:00,20.74814,V µg/m³
05/05/2021,13:00:00,31.38628,V µg/m³
05/05/2021,14:00:00,38.95072,V µg/m³
05/05/2021,15:00:00,46.29737,V µg/m³
05/05/2021,16:00:00,33.31903,V µg/m³
05/05/2021,17:00:00,38.85115,V µg/m³
05/05/2021,18:00:00,29.87006,V µg/m³
05/05/2021,19:00:00,31.91938,V µg/m³
05/05/2021,20:00:00,28.78381,V µg/m³
05/05/2021,21:00:00,17.9197,V µg/m³
05/05/2021,22:00:00,15.09375,V µg/m³
05/05/2021,23:00:00,13.9185,V µg/m³
05/05/2021,00:00:00,8.93861,V µg/m³
06/05/2021,01:00:00,7.36455,V µg/m³
06/05/2021,02:00:00,7.29572,V µg/m³
06/05/2021,03:00:00,6.59245,V µg/m³
06/05/2021,04:00:00,5.16929,V µg/m³
06/05/2021,05:00:00,10.9142,V µg/m³
06/05/2021,06:00:00,31.91181,V µg/m³
06/05/2021,07:00:00,42.85441,V µg/m³
06/05/2021,08:00:00,56.33517,V µg/m³
06/05/2021,09:00:00,27.62571,V µg/m³
