,Rochester Stoke,,
Date,Time,Nitrogen dioxide,Status
12/06/2020,01:00:00,2.96564,V µg/m³
12/06/2020,02:00:00,4.58207,V µg/m³
12/06/2020,03:00:00,6.61603,V µg/m³
12/06/2020,04:00:00,10.39862,V µg/m³
12/06/2020,05:00:00,15.71337,V µg/m³
12/06/2020,06:00:00,14.31214,V µg/m³
12/06/2020,07:00:00,12.49114,V µg/m³
12/06/2020,08:00:00,10.82316,V µg/m³
12/06/2020,09:00:00,10.86884,V µg/m³
12/06/2020,10:00:00,10.21515,V µg/m³
12/06/2020,11:00:00,11.7199,V µg/m³
12/06/2020,12:00:00,10.4991,V µg/m³
12/06/2020,13:00:00,12.92256,V µg/m³
12/06/2020,14:00:00,21.04083,V µg/m³
12/06/2020,15:00:00,14.87144,V µg/m³
12/06/2020,16:00:00,17.75968,V µg/m³
12/06/2020,17:00:00,16.20317,V µg/m³
12/06/2020,18:00:00,22.35561,V µg/m³
12/06/2020,19:00:00,20.31658,V µg/m³
12/06/2020,20:00:00,20.47013,V µg/m³
12/06/2020,21:00:00,12.81599,V µg/m³
12/06/2020,22:00:00,17.71586,V µg/m³
12/06/2020,23:00:00,16.0643,V µg/m³
12/06/2020,00:00:00,16.44807,V µg/m³
13/06/2020,01:00:00,15.41614,V µg/m³
13/06/2020,02:00:00,24.94485,V µg/m³
13/06/2020,03:00:00,21.87278,V µg/m³
13/06/2020,04:00:00,16.68986,V µg/m³
13/06/2020,05:00:00,11.0432,V µg/m³
13/06/2020,06:00:00,8.35425,V µg/m³
13/06/2020,07:00:00,6.06656,V µg/m³
13/06/2020,08:00:00,3.45477,V µg/m³
13/06/2020,09:00:00,3.58266,V µg/m³
13/06/2020,10:00:00,2.20045,V µg/m³
13/06/2020,11:00:00,1.70049,V µg/m³
13/06/2020,12:00:00,1.87927,V µg/m³
13/06/2020,13:00:00,5.45903,V µg/m³
13/06/2020,14:00:00,9.19144,V µg/m³
13/06/2020,15:00:00,7.66101,V µg/m³
13/06/2020,16:00:00,6.55643,V µg/m³
13/06/2020,17:00:00,5.35589,V µg/m³
13/06/2020,18:00:00,9.73219,V µg/m³
13/06/2020,19:00:00,6.866,V µg/m³
13/06/2020,20:00:00,23.5065,V µg/m³
13/06/2020,21:00:00,33.66179,V µg/m³
13/06/2020,22:00:00,19.00812,V µg/m³
13/06/2020,23:00:00,13.67546,V µg/m³
13/06/2020,00:00:00,10.75838,V µg/m³
14/06/2020,01:00:00,10.7432,V µg/m³
14/06/2020,02:00:00,13.63138,V µg/m³
14/06/2020,03:00:00,13.84352,V µg/m³
14/06/2020,04:00:00,16.79925,V µg/m³
14/06/2020,05:00:00,16.89166,V µg/m³
14/06/2020,06:00:00,10.67282,V µg/m³
14/06/2020,07:00:00,8.71147,V µg/m³
14/06/2020,08:00:00,6.65878,V µg/m³
14/06/2020,09:00:00,3.02094,V µg/m³
14/06/2020,10:00:00,2.89922,V µg/m³
14/06/2020,11:00:00,2.5963,V µg/m³
14/06/2020,12:00:00,3.6185,V µg/m³
14/06/2020,13:00:00,3.08318,V µg/m³
14/06/2020,14:00:00,2.48562,V µg/m³
14/06/2020,15:00:00,2.10389,V µg/m³
14/06/2020,16:00:00,4.0321,V µg/m³
14/06/2020,17:00:00,3.98919,V µg/m³
14/06/2020,18:00:00,5.42775,V µg/m³
14/06/2020,19:00:00,5.94374,V µg/m³
14/06/2020,20:00:00,10.7699,V µg/m³
14/06/2020,21:00:00,14.76334,V µg/m³
14/06/2020,22:00:00,12.99827,V µg/m³
14/06/2020,23:00:00,18.79799,V µg/m³
14/06/2020,00:00:00,19.25173,V µg/m³
15/06/2020,01:00:00,19.43338,V µg/m³
15/06/2020,02:00:00,18.2052,V µg/m³
15/06/2020,03:00:00,25.72231,V µg/m³
15/06/2020,04:00:00,29.07052,V µg/m³
15/06/2020,05:00:00,22.64239,V µg/m³
15/06/2020,06:00:00,20.61322,V µg/m³
15/06/2020,07:00:00,13.80586,V µg/m³
15/06/2020,08:00:00,9.22312,V µg/m³
15/06/2020,09:00:00,10.19922,V µg/m³
15/06/2020,10:00:00,5.95607,V µg/m³
15/06/2020,11:00:00,5.71598,V µg/m³
15/06/2020,12:00:00,5.35453,V µg/m³
15/06/2020,13:00:00,5.57628,V µg/m³
15/06/2020,14:00:00,5.1607,V µg/m³
15/06/2020,15:00:00,5.09872,V µg/m³
15/06/2020,16:00:00,7.59219,V µg/m³
15/06/2020,17:00:00,5.40604,V µg/m³
15/06/2020,18:00:00,6.4022,V µg/m³
15/06/2020,19:00:00,10.76492,V µg/m³
15/06/2020,20:00:00,9.60286,V µg/m³
15/06/2020,21:00:00,7.08842,V µg/m³
15/06/2020,22:00:00,8.34302,V µg/m³
15/06/2020,23:00:00,8.92622,V µg/m³
15/06/2020,00:00:00,7.0343,V µg/m³
16/06/2020,01:00:00,19.78597,V µg/m³
16/06/2020,02:00:00,18.17934,V µg/m³
16/06/2020,03:00:00,23.3166,V µg/m³
16/06/2020,04:00:00,17.68922,V µg/m³
16/06/2020,05:00:00,11.27144,V µg/m³
16/06/2020,06:00:00,9.14315,V µg/m³
16/06/2020,07:00:00,13.82039,V µg/m³
16/06/2020,08:00:00,20.59054,V µg/m³
16/06/2020,09:00:00,8.9879,V µg/m³
16/06/2020,10:00:00,4.99268,V µg/m³
16/06/2020,11:00:00,4.37533,V µg/m³
16/06/2020,12:00:00,10.36794,V µg/m³
16/06/2020,13:00:00,7.25684,V µg/m³
16/06/2020,14:00:00,12.02466,V µg/m³
16/06/2020,15:00:00,20.60272,V µg/m³
16/06/2020,16:00:00,9.68142,V µg/m³
16/06/2020,17:00:00,11.50869,V µg/m³
16/06/2020,18:00:00,15.83941,V µg/m³
16/06/2020,19:00:00,15.0738,V µg/m³
16/06/2020,20:00:00,18.3282,V µg/m³
16/06/2020,21:00:00,9.15531,V µg/m³
16/06/2020,22:00:00,10.20504,V µg/m³
16/06/2020,23:00:00,26.9049,V µg/m³
16/06/2020,00:00:00,16.07644,V µg/m³
17/06/2020,01:00:00,7.30503,V µg/m³
17/06/2020,02:00:00,12.86815,V µg/m³
17/06/2020,03:00:00,22.4126,V µg/m³
17/06/2020,04:00:00,17.05332,V µg/m³
17/06/2020,05:00:00,21.72557,V µg/m³
17/06/2020,06:00:00,21.36296,V µg/m³
17/06/2020,07:00:00,36.83805,V µg/m³
17/06/2020,08:00:00,14.48774,V µg/m³
17/06/2020,09:00:00,9.24861,V µg/m³
17/06/2020,10:00:00,6.40335,V µg/m³
17/06/2020,11:00:00,3.83205,V µg/m³
17/06/2020,12:00:00,11.58639,V µg/m³
17/06/2020,13:00:00,8.84306,V µg/m³
17/06/2020,14:00:00,9.81976,V µg/m³
17/06/2020,15:00:00,12.87124,V µg/m³
17/06/2020,16:00:00,11.95368,V µg/m³
17/06/2020,17:00:00,16.59039,V µg/m³
17/06/2020,18:00:00,30.58773,V µg/m³
17/06/2020,19:00:00,24.3478,V µg/m³
17/06/2020,20:00:00,23.14619,V µg/m³
17/06/2020,21:00:00,29.74873,V µg/m³
17/06/2020,22:00:00,59.2048,V µg/m³
17/06/2020,23:00:00,16.38258,V µg/m³
17/06/2020,00:00:00,12.51709,V µg/m³
18/06/2020,01:00:00,10.65539,V µg/m³
18/06/2020,02:00:00,4.75199,V µg/m³
18/06/2020,03:00:00,2.73313,V µg/m³
18/06/2020,04:00:00,2.09253,V µg/m³
18/06/2020,05:00:00,11.71508,V µg/m³
18/06/2020,06:00:00,24.02489,V µg/m³
18/06/2020,07:00:00,8.30647,V µg/m³
18/06/2020,08:00:00,7.26581,V µg/m³
18/06/2020,09:00:00,13.5017,V µg/m³
18/06/2020,10:00:00,6.45251,V µg/m³
18/06/2020,11:00:00,8.03764,V µg/m³
18/06/2020,12:00:00,10.43389,V µg/m³
18/06/2020,13:00:00,2.69165,V µg/m³
18/06/2020,14:00:00,3.75427,V µg/m³
18/06/2020,15:00:00,2.98463,V µg/m³
18/06/2020,16:00:00,3.28858,V µg/m³
18/06/2020,17:00:00,3.81769,V µg/m³
18/06/2020,18:00:00,2.98902,V µg/m³
18/06/2020,19:00:00,3.09392,V µg/m³
18/06/2020,20:00:00,4.27899,V µg/m³
18/06/2020,21:00:00,5.51212,V µg/m³
18/06/2020,22:00:00,4.67905,V µg/m³
18/06/2020,23:00:00,4.02968,V µg/m³
18/06/2020,00:00:00,3.2076,V µg/m³
19/06/2020,01:00:00,3.55452,V µg/m³
19/06/2020,02:00:00,2.84471,V µg/m³
19/06/2020,03:00:00,6.09778,V µg/m³
19/06/2020,04:00:00,4.96798,V µg/m³
19/06/2020,05:00:00,4.91727,V µg/m³
19/06/2020,06:00:00,5.69353,V µg/m³
19/06/2020,07:00:00,5.22215,V µg/m³
19/06/2020,08:00:00,6.0635,V µg/m³
19/06/2020,09:00:00,5.3708,V µg/m³
19/06/2020,10:00:00,3.0605,V µg/m³
19/06/2020,11:00:00,3.24548,V µg/m³
19/06/2020,12:00:00,4.50134,V µg/m³
19/06/2020,13:00:00,2.99952,V µg/m³
19/06/2020,14:00:00,2.88168,V µg/m³
19/06/2020,15:00:00,3.7107,V µg/m³
19/06/2020,16:00:00,3.34895,V µg/m³
19/06/2020,17:00:00,3.16808,V µg/m³
19/06/2020,18:00:00,3.82444,V µg/m³
19/06/2020,19:00:00,3.81622,V µg/m³
19/06/2020,20:00:00,4.81175,V µg/m³
19/06/2020,21:00:00,5.52292,V µg/m³
19/06/2020,22:00:00,6.45747,V µg/m³
19/06/2020,23:00:00,5.92922,V µg/m³
19/06/2020,00:00:00,8.41629,V µg/m³
20/06/2020,01:00:00,11.76283,V µg/m³
20/06/2020,02:00:00,11.97768,V µg/m³
20/06/2020,03:00:00,10.74232,V µg/m³
20/06/2020,04:00:00,6.91914,V µg/m³
20/06/2020,05:00:00,7.59665,V µg/m³
20/06/2020,06:00:00,7.02575,V µg/m³
20/06/2020,07:00:00,5.13806,V µg/m³
20/06/2020,08:00:00,3.94845,V µg/m³
20/06/2020,09:00:00,3.82892,V µg/m³
20/06/2020,10:00:00,3.4115,V µg/m³
20/06/2020,11:00:00,3.63145,V µg/m³
20/06/2020,12:00:00,3.35269,V µg/m³
20/06/2020,13:00:00,2.51022,V µg/m³
20/06/2020,14:00:00,2.38877,V µg/m³
20/06/2020,15:00:00,2.39068,V µg/m³
20/06/2020,16:00:00,2.38877,V µg/m³
20/06/2020,17:00:00,2.75885,V µg/m³
20/06/2020,18:00:00,3.70938,V µg/m³
20/06/2020,19:00:00,3.93124,V µg/m³
20/06/2020,20:00:00,8.17138,V µg/m³
20/06/2020,21:00:00,9.74207,V µg/m³
20/06/2020,22:00:00,9.5599,V µg/m³
20/06/2020,23:00:00,9.3151,V µg/m³
20/06/2020,00:00:00,6.96839,V µg/m³
21/06/2020,01:00:00,7.46597,V µg/m³
21/06/2020,02:00:00,5.49988,V µg/m³
21/06/2020,03:00:00,10.76682,V µg/m³
21/06/2020,04:00:00,7.29823,V µg/m³
21/06/2020,05:00:00,4.83816,V µg/m³
21/06/2020,06:00:00,3.54322,V µg/m³
21/06/2020,07:00:00,2.13797,V µg/m³
21/06/2020,08:00:00,2.20729,V µg/m³
21/06/2020,09:00:00,2.99518,V µg/m³
21/06/2020,10:00:00,4.26328,V µg/m³
21/06/2020,11:00:00,3.43086,V µg/m³
21/06/2020,12:00:00,3.35977,V µg/m³
21/06/2020,13:00:00,3.37039,V µg/m³
21/06/2020,14:00:00,3.42024,V µg/m³
21/06/2020,15:00:00,3.95916,V µg/m³
21/06/2020,16:00:00,3.95207,V µg/m³
21/06/2020,17:00:00,4.35589,V µg/m³
21/06/2020,18:00:00,4.05354,V µg/m³
21/06/2020,19:00:00,5.99594,V µg/m³
21/06/2020,20:00:00,11.10989,V µg/m³
21/06/2020,21:00:00,18.1804,V µg/m³
21/06/2020,22:00:00,22.02951,V µg/m³
21/06/2020,23:00:00,25.85179,V µg/m³
21/06/2020,00:00:00,14.51978,V µg/m³
22/06/2020,01:00:00,13.43628,V µg/m³
22/06/2020,02:00:00,22.48936,V µg/m³
22/06/2020,03:00:00,11.91788,V µg/m³
22/06/2020,04:00:00,14.01081,V µg/m³
22/06/2020,05:00:00,11.20021,V µg/m³
22/06/2020,06:00:00,6.91187,V µg/m³
22/06/2020,07:00:00,6.03957,V µg/m³
22/06/2020,08:00:00,5.28281,V µg/m³
22/06/2020,09:00:00,3.59673,V µg/m³
22/06/2020,10:00:00,3.00108,V µg/m³
22/06/2020,11:00:00,3.11988,V µg/m³
22/06/2020,12:00:00,3.88967,V µg/m³
22/06/2020,13:00:00,4.52437,V µg/m³
22/06/2020,14:00:00,3.86035,V µg/m³
22/06/2020,15:00:00,3.63252,V µg/m³
22/06/2020,16:00:00,4.27861,V µg/m³
22/06/2020,17:00:00,4.44461,V µg/m³
22/06/2020,18:00:00,4.74243,V µg/m³
22/06/2020,19:00:00,6.01997,V µg/m³
22/06/2020,20:00:00,7.94849,V µg/m³
22/06/2020,21:00:00,7.53349,V µg/m³
22/06/2020,22:00:00,10.16833,V µg/m³
22/06/2020,23:00:00,14.63568,V µg/m³
22/06/2020,00:00:00,17.51144,V µg/m³
23/06/2020,01:00:00,21.77784,V µg/m³
23/06/2020,02:00:00,17.72012,V µg/m³
23/06/2020,03:00:00,14.33375,V µg/m³
23/06/2020,04:00:00,18.8787,V µg/m³
23/06/2020,05:00:00,20.08345,V µg/m³
23/06/2020,06:00:00,20.46156,V µg/m³
23/06/2020,07:00:00,6.55189,V µg/m³
23/06/2020,08:00:00,8.81713,V µg/m³
23/06/2020,09:00:00,4.9745,V µg/m³
23/06/2020,10:00:00,3.13496,V µg/m³
23/06/2020,11:00:00,2.84555,V µg/m³
23/06/2020,12:00:00,13.83179,V µg/m³
23/06/2020,13:00:00,8.273,V µg/m³
23/06/2020,14:00:00,10.04068,V µg/m³
23/06/2020,15:00:00,6.13214,V µg/m³
23/06/2020,16:00:00,5.88782,V µg/m³
23/06/2020,17:00:00,9.77406,V µg/m³
23/06/2020,18:00:00,10.8192,V µg/m³
23/06/2020,19:00:00,5.69901,V µg/m³
23/06/2020,20:00:00,9.79386,V µg/m³
23/06/2020,21:00:00,14.96658,V µg/m³
23/06/2020,22:00:00,13.29604,V µg/m³
23/06/2020,23:00:00,20.30242,V µg/m³
23/06/2020,00:00:00,18.19125,V µg/m³
24/06/2020,01:00:00,20.654,V µg/m³
24/06/2020,02:00:00,22.0494,V µg/m³
24/06/2020,03:00:00,22.22387,V µg/m³
24/06/2020,04:00:00,25.34733,V µg/m³
24/06/2020,05:00:00,40.0451,V µg/m³
24/06/2020,06:00:00,36.68095,V µg/m³
24/06/2020,07:00:00,30.0184,V µg/m³
24/06/2020,08:00:00,29.44013,V µg/m³
24/06/2020,09:00:00,29.7962,V µg/m³
24/06/2020,10:00:00,33.62274,V µg/m³
24/06/2020,11:00:00,29.98341,V µg/m³
24/06/2020,12:00:00,31.05282,V µg/m³
24/06/2020,13:00:00,32.7809,V µg/m³
24/06/2020,14:00:00,18.38858,V µg/m³
24/06/2020,15:00:00,12.23062,V µg/m³
24/06/2020,16:00:00,9.474,V µg/m³
24/06/2020,17:00:00,11.34304,V µg/m³
24/06/2020,18:00:00,11.87236,V µg/m³
24/06/2020,19:00:00,17.36004,V µg/m³
24/06/2020,20:00:00,24.89049,V µg/m³
24/06/2020,21:00:00,20.02869,V µg/m³
24/06/2020,22:00:00,17.2909,V µg/m³
24/06/2020,23:00:00,16.48456,V µg/m³
24/06/2020,00:00:00,18.55156,V µg/m³
25/06/2020,01:00:00,30.85652,V µg/m³
25/06/2020,02:00:00,20.5294,V µg/m³
25/06/2020,03:00:00,37.79659,V µg/m³
25/06/2020,04:00:00,34.75656,V µg/m³
25/06/2020,05:00:00,32.79279,V µg/m³
25/06/2020,06:00:00,27.37112,V µg/m³
25/06/2020,07:00:00,28.33769,V µg/m³
25/06/2020,08:00:00,nodata,V µg/m³
25/06/2020,09:00:00,25.27473,V µg/m³
25/06/2020,10:00:00,21.04434,V µg/m³
25/06/2020,11:00:00,24.48974,V µg/m³
25/06/2020,12:00:00,19.24736,V µg/m³
25/06/2020,13:00:00,16.95379,V µg/m³
25/06/2020,14:00:00,17.83121,V µg/m³
25/06/2020,15:00:00,19.63346,V µg/m³
25/06/2020,16:00:00,19.2719,V µg/m³
25/06/2020,17:00:00,13.77678,V µg/m³
25/06/2020,18:00:00,7.12141,V µg/m³
25/06/2020,19:00:00,10.32777,V µg/m³
25/06/2020,20:00:00,25.24554,V µg/m³
25/06/2020,21:00:00,30.8379,V µg/m³
25/06/2020,22:00:00,19.12408,V µg/m³
25/06/2020,23:00:00,10.66766,V µg/m³
25/06/2020,00:00:00,12.66033,V µg/m³
26/06/2020,01:00:00,10.50732,V µg/m³
26/06/2020,02:00:00,13.53816,V µg/m³
26/06/2020,03:00:00,18.67166,V µg/m³
26/06/2020,04:00:00,18.91199,V µg/m³
26/06/2020,05:00:00,17.85806,V µg/m³
26/06/2020,06:00:00,11.67383,V µg/m³
26/06/2020,07:00:00,12.16646,V µg/m³
26/06/2020,08:00:00,19.13834,V µg/m³
26/06/2020,09:00:00,6.79583,V µg/m³
26/06/2020,10:00:00,5.62413,V µg/m³
26/06/2020,11:00:00,5.32911,V µg/m³
26/06/2020,12:00:00,4.98299,V µg/m³
26/06/2020,13:00:00,4.09674,V µg/m³
26/06/2020,14:00:00,4.85325,V µg/m³
26/06/2020,15:00:00,3.80292,V µg/m³
26/06/2020,16:00:00,5.26604,V µg/m³
26/06/2020,17:00:00,4.10392,V µg/m³
26/06/2020,18:00:00,5.61216,V µg/m³
26/06/2020,19:00:00,6.95511,V µg/m³
26/06/2020,20:00:00,8.82144,V µg/m³
26/06/2020,21:00:00,9.93126,V µg/m³
26/06/2020,22:00:00,7.77231,V µg/m³
26/06/2020,23:00:00,6.37226,V µg/m³
26/06/2020,00:00:00,6.61019,V µg/m³
27/06/2020,01:00:00,6.78382,V µg/m³
27/06/2020,02:00:00,3.19911,V µg/m³
27/06/2020,03:00:00,3.44904,V µg/m³
27/06/2020,04:00:00,2.86706,V µg/m³
27/06/2020,05:00:00,3.56805,V µg/m³
27/06/2020,06:00:00,3.28242,V µg/m³
27/06/2020,07:00:00,2.93014,V µg/m³
27/06/2020,08:00:00,2.40767,V µg/m³
27/06/2020,09:00:00,2.59215,V µg/m³
27/06/2020,10:00:00,2.12204,V µg/m³
27/06/2020,11:00:00,2.35173,V µg/m³
27/06/2020,12:00:00,2.94086,V µg/m³
27/06/2020,13:00:00,2.59096,V µg/m³
27/06/2020,14:00:00,3.1301,V µg/m³
27/06/2020,15:00:00,2.24463,V µg/m³
27/06/2020,16:00:00,2.36483,V µg/m³
27/06/2020,17:00:00,2.4767,V µg/m³
27/06/2020,18:00:00,2.77067,V µg/m³
27/06/2020,19:00:00,3.29076,V µg/m³
27/06/2020,20:00:00,3.28719,V µg/m³
27/06/2020,21:00:00,3.75134,V µg/m³
27/06/2020,22:00:00,3.75372,V µg/m³
27/06/2020,23:00:00,4.44995,V µg/m³
27/06/2020,00:00:00,3.34788,V µg/m³
28/06/2020,01:00:00,3.91043,V µg/m³
28/06/2020,02:00:00,2.59734,V µg/m³
28/06/2020,03:00:00,2.00399,V µg/m³
28/06/2020,04:00:00,1.76586,V µg/m³
28/06/2020,05:00:00,2.18377,V µg/m³
28/06/2020,06:00:00,2.4219,V µg/m³
28/06/2020,07:00:00,1.66219,V µg/m³
28/06/2020,08:00:00,1.02035,V µg/m³
28/06/2020,09:00:00,0.96201,V µg/m³
28/06/2020,10:00:00,0.90484,V µg/m³
28/06/2020,11:00:00,1.60502,V µg/m³
28/06/2020,12:00:00,1.42761,V µg/m³
28/06/2020,13:00:00,1.77533,V µg/m³
28/06/2020,14:00:00,1.53838,V µg/m³
28/06/2020,15:00:00,1.47885,V µg/m³
28/06/2020,16:00:00,1.42524,V µg/m³
28/06/2020,17:00:00,1.59436,V µg/m³
28/06/2020,18:00:00,1.65626,V µg/m³
28/06/2020,19:00:00,1.30025,V µg/m³
28/06/2020,20:00:00,2.35052,V µg/m³
28/06/2020,21:00:00,2.93164,V µg/m³
28/06/2020,22:00:00,2.98406,V µg/m³
28/06/2020,23:00:00,2.40532,V µg/m³
28/06/2020,00:00:00,2.34934,V µg/m³
29/06/2020,01:00:00,3.44067,V µg/m³
29/06/2020,02:00:00,2.43032,V µg/m³
29/06/2020,03:00:00,2.58875,V µg/m³
29/06/2020,04:00:00,1.76554,V µg/m³
29/06/2020,05:00:00,2.76154,V µg/m³
29/06/2020,06:00:00,3.46916,V µg/m³
29/06/2020,07:00:00,2.30745,V µg/m³
29/06/2020,08:00:00,1.89879,V µg/m³
29/06/2020,09:00:00,1.37455,V µg/m³
29/06/2020,10:00:00,1.55087,V µg/m³
29/06/2020,11:00:00,1.60218,V µg/m³
29/06/2020,12:00:00,1.24954,V µg/m³
29/06/2020,13:00:00,0.95647,V µg/m³
29/06/2020,14:00:00,1.24601,V µg/m³
29/06/2020,15:00:00,1.48542,V µg/m³
29/06/2020,16:00:00,1.31028,V µg/m³
29/06/2020,17:00:00,1.88937,V µg/m³
29/06/2020,18:00:00,2.11935,V µg/m³
29/06/2020,19:00:00,2.29803,V µg/m³
29/06/2020,20:00:00,2.64006,V µg/m³
29/06/2020,21:00:00,3.33944,V µg/m³
29/06/2020,22:00:00,3.74811,V µg/m³
29/06/2020,23:00:00,3.2846,V µg/m³
29/06/2020,00:00:00,2.99388,V µg/m³
30/06/2020,01:00:00,2.19008,V µg/m³
30/06/2020,02:00:00,2.34428,V µg/m³
30/06/2020,03:00:00,2.69865,V µg/m³
30/06/2020,04:00:00,2.46383,V µg/m³
30/06/2020,05:00:00,2.75941,V µg/m³
30/06/2020,06:00:00,3.34938,V µg/m³
30/06/2020,07:00:00,3.88094,V µg/m³
30/06/2020,08:00:00,3.64964,V µg/m³
30/06/2020,09:00:00,3.41248,V µg/m³
30/06/2020,10:00:00,5.76184,V µg/m³
30/06/2020,11:00:00,6.05858,V µg/m³
30/06/2020,12:00:00,4.12865,V µg/m³
30/06/2020,13:00:00,4.13802,V µg/m³
30/06/2020,14:00:00,9.9407,V µg/m³
30/06/2020,15:00:00,9.01314,V µg/m³
30/06/2020,16:00:00,5.29806,V µg/m³
30/06/2020,17:00:00,4.6485,V µg/m³
30/06/2020,18:00:00,6.24436,V µg/m³
30/06/2020,19:00:00,6.05858,V µg/m³
30/06/2020,20:00:00,5.11813,V µg/m³
30/06/2020,21:00:00,4.99077,V µg/m³
30/06/2020,22:00:00,4.173,V µg/m³
30/06/2020,23:00:00,4.46741,V µg/m³
30/06/2020,00:00:00,4.11694,V µg/m³
01/07/2020,01:00:00,3.69196,V µg/m³
01/07/2020,02:00:00,3.23063,V µg/m³
01/07/2020,03:00:00,2.5983,V µg/m³
01/07/2020,04:00:00,4.70342,V µg/m³
01/07/2020,05:00:00,6.00665,V µg/m³
01/07/2020,06:00:00,4.14579,V µg/m³
01/07/2020,07:00:00,4.34442,V µg/m³
01/07/2020,08:00:00,3.56136,V µg/m³
01/07/2020,09:00:00,2.79344,V µg/m³
01/07/2020,10:00:00,2.61927,V µg/m³
01/07/2020,11:00:00,2.7946,V µg/m³
01/07/2020,12:00:00,3.43049,V µg/m³
01/07/2020,13:00:00,3.13711,V µg/m³
01/07/2020,14:00:00,3.72387,V µg/m³
01/07/2020,15:00:00,2.96061,V µg/m³
01/07/2020,16:00:00,7.63956,V µg/m³
01/07/2020,17:00:00,12.02514,V µg/m³
01/07/2020,18:00:00,5.34863,V µg/m³
01/07/2020,19:00:00,4.81681,V µg/m³
01/07/2020,20:00:00,7.27609,V µg/m³
01/07/2020,21:00:00,8.08614,V µg/m³
01/07/2020,22:00:00,6.21712,V µg/m³
01/07/2020,23:00:00,7.27725,V µg/m³
01/07/2020,00:00:00,10.68444,V µg/m³
02/07/2020,01:00:00,8.06144,V µg/m³
02/07/2020,02:00:00,4.01028,V µg/m³
02/07/2020,03:00:00,3.82404,V µg/m³
02/07/2020,04:00:00,3.70825,V µg/m³
02/07/2020,05:00:00,3.42282,V µg/m³
02/07/2020,06:00:00,7.9671,V µg/m³
02/07/2020,07:00:00,5.62231,V µg/m³
02/07/2020,08:00:00,4.5252,V µg/m³
02/07/2020,09:00:00,2.56192,V µg/m³
02/07/2020,10:00:00,2.72808,V µg/m³
02/07/2020,11:00:00,2.79698,V µg/m³
02/07/2020,12:00:00,3.6741,V µg/m³
02/07/2020,13:00:00,4.13843,V µg/m³
02/07/2020,14:00:00,3.90916,V µg/m³
02/07/2020,15:00:00,2.61113,V µg/m³
02/07/2020,16:00:00,3.83331,V µg/m³
02/07/2020,17:00:00,4.3011,V µg/m³
02/07/2020,18:00:00,10.49943,V µg/m³
02/07/2020,19:00:00,10.50059,V µg/m³
02/07/2020,20:00:00,15.29205,V µg/m³
02/07/2020,21:00:00,16.81007,V µg/m³
02/07/2020,22:00:00,12.36136,V µg/m³
02/07/2020,23:00:00,13.70743,V µg/m³
02/07/2020,00:00:00,14.30609,V µg/m³
03/07/2020,01:00:00,15.06366,V µg/m³
03/07/2020,02:00:00,14.03266,V µg/m³
03/07/2020,03:00:00,10.80435,V µg/m³
03/07/2020,04:00:00,7.85714,V µg/m³
03/07/2020,05:00:00,5.58806,V µg/m³
03/07/2020,06:00:00,3.89253,V µg/m³
03/07/2020,07:00:00,2.49414,V µg/m³
03/07/2020,08:00:00,3.61152,V µg/m³
03/07/2020,09:00:00,2.8567,V µg/m³
03/07/2020,10:00:00,1.49031,V µg/m³
03/07/2020,11:00:00,1.85172,V µg/m³
03/07/2020,12:00:00,2.49414,V µg/m³
03/07/2020,13:00:00,2.37598,V µg/m³
03/07/2020,14:00:00,2.02839,V µg/m³
03/07/2020,15:00:00,2.78206,V µg/m³
03/07/2020,16:00:00,2.6077,V µg/m³
03/07/2020,17:00:00,2.72817,V µg/m³
03/07/2020,18:00:00,2.65929,V µg/m³
03/07/2020,19:00:00,2.94836,V µg/m³
03/07/2020,20:00:00,3.47377,V µg/m³
03/07/2020,21:00:00,3.47607,V µg/m³
03/07/2020,22:00:00,3.17893,V µg/m³
03/07/2020,23:00:00,2.94606,V µg/m³
03/07/2020,00:00:00,3.12273,V µg/m³
04/07/2020,01:00:00,1.5824,V µg/m³
04/07/2020,02:00:00,2.05223,V µg/m³
04/07/2020,03:00:00,2.06945,V µg/m³
04/07/2020,04:00:00,2.48036,V µg/m³
04/07/2020,05:00:00,2.88784,V µg/m³
04/07/2020,06:00:00,2.83274,V µg/m³
04/07/2020,07:00:00,3.13918,V µg/m³
04/07/2020,08:00:00,4.02641,V µg/m³
04/07/2020,09:00:00,4.03901,V µg/m³
04/07/2020,10:00:00,3.27458,V µg/m³
04/07/2020,11:00:00,2.56755,V µg/m³
04/07/2020,12:00:00,2.9245,V µg/m³
04/07/2020,13:00:00,2.46078,V µg/m³
04/07/2020,14:00:00,2.57786,V µg/m³
04/07/2020,15:00:00,2.81086,V µg/m³
04/07/2020,16:00:00,3.40083,V µg/m³
04/07/2020,17:00:00,3.79914,V µg/m³
04/07/2020,18:00:00,3.26656,V µg/m³
04/07/2020,19:00:00,4.08266,V µg/m³
04/07/2020,20:00:00,4.1412,V µg/m³
04/07/2020,21:00:00,4.95614,V µg/m³
04/07/2020,22:00:00,4.25254,V µg/m³
04/07/2020,23:00:00,2.97044,V µg/m³
04/07/2020,00:00:00,2.09008,V µg/m³
05/07/2020,01:00:00,1.28746,V µg/m³
05/07/2020,02:00:00,1.44061,V µg/m³
05/07/2020,03:00:00,1.56268,V µg/m³
05/07/2020,04:00:00,1.44099,V µg/m³
05/07/2020,05:00:00,1.44896,V µg/m³
05/07/2020,06:00:00,1.27781,V µg/m³
